# time identity distance inter intra
3933 1 135.176692 118.116216 10.962169
3934 1 136.882831 119.769885 13.638682
3935 1 138.813510 120.923089 10.759020
3936 1 135.529543 119.594122 16.094550
3937 1 132.813045 113.479537 15.755267
3938 1 139.332288 123.757292 14.884752
3939 1 135.069195 131.133518 15.889092
3940 1 137.617020 112.213747 13.401710
3941 1 136.802159 116.445882 13.680567
3942 1 137.838738 106.983446 22.939231
3943 1 140.571942 102.694905 15.984595
3944 1 139.328913 84.930607 19.080833
3945 1 148.897569 75.480541 18.556440
3946 1 147.299250 82.053000 14.861976
3947 1 136.024667 99.790924 23.532726
3948 1 134.261702 108.960373 20.130050
3949 1 132.177400 108.124101 21.338544
3950 1 125.623398 121.118224 23.974971
3951 1 122.809680 131.381655 40.787392
3952 1 130.352342 124.286426 31.228018
3953 1 124.881179 142.073451 30.501062
3954 1 118.410494 139.312541 28.148863
3955 1 117.558906 137.665013 25.257300
3956 1 122.356946 127.219654 23.238859
3957 1 118.063293 131.617552 18.943188
3958 1 112.079726 141.301308 13.995403
3959 1 108.506029 153.489786 16.860613
3960 1 101.797448 159.168353 22.260061
3961 1 93.860528 154.913574 25.930880
3962 1 89.522923 174.218443 25.907721
3963 1 88.294122 159.262096 30.150230
3964 1 86.224166 173.615425 29.226494
3965 1 88.183449 147.972086 28.689145
3966 1 90.603755 147.922509 26.295888
3967 1 94.079459 162.192171 25.314195
3968 1 102.329270 151.253879 20.597185
3969 1 90.842885 158.899644 16.481518
3970 1 96.518138 153.730990 21.659178
3971 1 97.210482 157.293068 17.286994
3972 1 97.305264 158.104485 21.236845
3973 1 99.640771 150.132997 20.462812
3974 1 100.361733 147.084541 15.662855
3975 1 110.048694 138.133318 21.053406
3976 1 102.829613 141.557930 17.781901
3977 1 100.769233 139.592958 23.062224
3978 1 98.923118 132.260629 20.595259
3979 1 95.031937 141.158768 25.194854
3980 1 91.664239 149.788764 25.367068
3981 1 91.649990 159.903491 19.930233
3982 1 93.647268 159.841661 17.009210
3983 1 94.727199 167.468757 15.280210
3984 1 91.866179 169.742456 20.592389
3985 1 92.114975 169.990547 20.864667
3986 1 92.545934 150.657435 19.045399
3987 1 96.176577 156.241080 23.824509
3988 1 95.487408 161.390220 20.123972
3989 1 96.711735 164.203962 16.825864
3990 1 96.370195 165.764250 17.395244
3991 1 95.819709 151.697899 18.132243
3992 1 97.183499 153.744116 16.289099
3993 1 96.793177 169.793716 17.677811
3994 1 97.329506 172.685514 18.234564
3995 1 99.816117 147.088315 16.082731
3996 1 98.428300 135.811482 16.745108
3997 1 103.053060 154.745760 17.716794
3998 1 96.103431 146.455506 16.808772
3999 1 100.550523 145.335399 19.987925
4000 1 97.190899 148.175068 14.126875
4001 1 99.197658 147.780528 12.963860
4002 1 101.054232 132.491507 16.154642
4003 1 110.210365 145.884356 18.203076
4004 1 105.399837 135.418048 25.058088
4005 1 105.260022 148.965774 20.841861
4006 1 102.400239 147.729755 22.836228
4007 1 103.215498 143.525202 23.481023
4008 1 107.492401 136.351408 20.166404
4009 1 99.196747 165.081360 20.251147
4010 1 115.382901 125.347931 14.800853
4011 1 113.715506 144.794845 15.561065
4012 1 112.675499 149.434537 13.768057
4013 1 114.550090 158.130468 17.403415
4014 1 115.305024 143.627333 14.370995
4015 1 117.150504 132.095442 16.595443
4016 1 123.332558 139.049840 14.051222
4017 1 123.608361 131.341632 14.798732
4018 1 127.958296 129.294488 15.676537
4019 1 127.925760 143.016777 20.642241
4020 1 128.134243 138.174777 24.641337
4021 1 122.032988 141.165447 14.796212
4022 1 120.384445 141.156829 16.540181
4023 1 119.257070 142.818949 15.795880
4024 1 126.680302 128.895527 15.324718
