# time identity distance inter intra
1887 1 144.656310 63.581662 19.625766
1888 1 135.534989 83.682035 28.626777
1889 1 135.274212 65.840982 21.567529
1890 1 134.656735 75.258251 10.707154
1891 1 137.768839 75.840124 15.992184
1892 1 139.986779 57.015116 11.564685
1893 1 137.556374 54.860682 17.547622
1894 1 130.804462 70.395105 15.438917
1895 1 132.370538 54.538709 12.373242
1896 1 133.057646 53.845174 15.446903
1897 1 123.773361 65.480598 19.074935
1898 1 124.253701 76.295354 15.787278
1899 1 121.376593 90.573441 23.026887
1900 1 119.232510 78.099782 17.925661
1901 1 114.501106 86.062265 17.557605
1902 1 115.396638 77.477830 20.093127
1903 1 109.455345 86.608598 15.402651
1904 1 109.361921 90.894141 21.886793
1905 1 110.902607 116.749076 21.666368
1906 1 109.945531 108.112087 16.414636
1907 1 110.465888 93.299586 20.685235
1908 1 110.410232 91.016991 13.479374
1909 1 113.823133 91.965018 22.706278
1910 1 108.806667 100.843269 24.021456
1911 1 110.120640 97.597190 22.241872
1912 1 108.545888 99.555890 21.057368
1913 1 120.508114 80.705318 25.717482
1914 1 121.074723 76.328786 17.064727
1915 1 122.678387 79.692656 15.264603
1916 1 118.978417 87.705187 14.436005
1917 1 118.560647 97.742663 10.762245
1918 1 120.679895 106.288420 11.636519
1919 1 118.476474 104.113259 16.098366
1920 1 122.452820 95.559164 11.087663
1921 1 116.778671 115.154725 13.549172
1922 1 126.143848 110.690180 15.060674
1923 1 126.389955 107.622219 16.536330
1924 1 128.386158 108.275709 12.422523
1925 1 133.809162 94.893689 14.335488
1926 1 125.207817 124.385992 15.127848
1927 1 117.930163 114.253930 14.456374
1928 1 111.382344 130.117450 14.742421
1929 1 111.609002 135.457508 12.828264
1930 1 113.232348 136.512892 13.636348
1931 1 115.208426 129.992875 17.011097
1932 1 117.294374 120.280677 15.374378
1933 1 118.920281 123.174309 13.146290
1934 1 113.773599 122.565071 12.498584
1935 1 111.941803 141.514106 12.748078
1936 1 110.388943 135.970899 12.644490
1937 1 115.149448 124.568688 16.658245
1938 1 122.611077 113.852309 23.094201
1939 1 119.195021 105.849164 15.887049
1940 1 118.967872 128.791789 18.980925
1941 1 125.074592 118.717821 19.444580
1942 1 123.830058 109.167038 16.128577
1943 1 119.786886 113.253579 15.625378
1944 1 108.606410 122.895850 20.463138
1945 1 108.927900 137.222453 20.823012
1946 1 103.895232 146.703083 26.743741
1947 1 107.297530 124.210787 18.270206
1948 1 107.436149 111.638412 19.597262
1949 1 105.085796 126.412344 21.148050
1950 1 101.686593 132.152642 20.531967
1951 1 96.192727 131.383919 15.852661
1952 1 94.143285 130.513540 21.930398
1953 1 89.593440 143.819109 23.991141
1954 1 98.050852 110.493221 17.254594
1955 1 97.901180 107.461919 20.662320
1956 1 104.336811 119.754007 14.386023
1957 1 103.626795 117.316279 19.074127
1958 1 95.168075 122.614867 17.546634
1959 1 99.369692 131.442964 16.717089
1960 1 95.702329 140.615746 18.730759
1961 1 95.231379 133.138517 22.076553
1962 1 96.722091 120.368721 28.822712
1963 1 103.095442 114.896690 25.602565
1964 1 98.694941 132.321181 26.019798
1965 1 95.954443 120.013713 25.139946
1966 1 95.075548 142.584301 22.802876
1967 1 96.960588 126.928234 21.420418
1968 1 95.704711 123.009074 20.517415
1969 1 85.205778 129.756259 24.150630
1970 1 78.513834 115.724832 24.907985
1971 1 78.870181 119.393049 31.299859
1972 1 81.450345 116.569083 32.065374
1973 1 84.510925 108.301770 30.527325
1974 1 76.525407 112.557391 31.330720
1975 1 75.230220 120.122072 26.721462
1976 1 66.445987 131.993226 27.102101
1977 1 68.207513 142.915791 37.666628
1978 1 69.426771 125.249309 22.542744
1979 1 75.670974 114.307285 28.019699
1980 1 79.617979 119.266784 28.043784
1981 1 83.446408 114.562690 24.918867
1982 1 88.250949 117.304664 29.161427
1983 1 84.060815 125.661368 27.718031
1984 1 83.071431 136.499112 27.813454
1985 1 82.771850 136.870291 24.993143
1986 1 78.859541 141.715469 30.879517
1987 1 81.641901 140.894851 21.395291
1988 1 81.491219 132.500702 25.300794
1989 1 74.534212 141.137333 21.762249
1990 1 76.608069 162.844955 21.767000
1991 1 77.652024 159.544021 18.089220
1992 1 78.118228 159.851060 19.139840
1993 1 73.798447 160.088687 17.136443
1994 1 75.829769 144.474133 19.745252
1995 1 83.180201 153.254759 17.998748
1996 1 79.168561 140.915650 14.447530
1997 1 72.078272 149.966972 16.216485
1998 1 66.392350 158.229478 12.357557
1999 1 70.940134 144.350865 17.440785
2000 1 64.553358 174.134671 14.868112
2001 1 73.319536 174.392438 14.799340
2002 1 75.089829 166.474341 15.277266
2003 1 72.774590 149.916098 16.146706
2004 1 66.964746 153.937367 13.654591
2005 1 70.977491 156.314712 12.182353
2006 1 64.088466 156.971732 17.849834
2007 1 63.432540 139.936459 18.880702
2008 1 62.376796 130.472381 18.401853
2009 1 56.593855 128.653088 15.652503
2010 1 59.876717 132.030968 12.564159
2011 1 61.720301 135.737027 11.349651
2012 1 66.848198 146.854068 11.283022
2013 1 73.135366 132.422323 14.620886
2014 1 71.017578 127.757180 13.496351
2015 1 71.630337 129.350641 9.755379
2016 1 71.418486 144.796493 12.605437
2017 1 70.822498 138.122837 13.488152
2018 1 74.101668 140.899081 15.335968
2019 1 70.952357 130.228706 15.356065
2020 1 62.441356 147.249258 12.998694
2021 1 66.100388 151.645340 11.475438
2022 1 72.647295 149.332671 10.825115
2023 1 80.164711 158.937349 14.414299
2024 1 79.971013 158.605443 11.564395
2025 1 76.894093 172.682649 16.650030
2026 1 80.476369 160.601087 11.844941
2027 1 73.572660 168.899110 12.049814
2028 1 74.115088 174.635095 16.263300
2029 1 82.164184 165.922924 10.948833
2030 1 75.468361 183.701525 14.988046
2031 1 78.615286 172.405529 14.139346
2032 1 73.490079 178.381884 14.441409
2033 1 77.454469 174.765664 15.406065
2034 1 72.161866 173.410404 19.089992
2035 1 74.136892 164.058616 10.137017
2036 1 70.244349 174.939716 8.853701
2037 1 71.871632 162.537957 10.136913
2038 1 67.029387 173.514097 9.772393
2039 1 68.445094 166.207842 13.504890
2040 1 69.749674 168.555343 12.815147
2041 1 69.723948 161.981359 9.719486
2042 1 67.153517 166.316427 9.704858
2043 1 66.820464 156.569818 10.429630
2044 1 68.821570 163.558025 14.094113
2045 1 66.900254 167.132048 13.805864
2046 1 76.986865 153.130305 9.954921
2047 1 76.145826 144.620892 10.314460
2048 1 74.303307 162.332050 19.627380
2049 1 75.244718 149.955125 17.451151
2050 1 71.912533 147.484158 18.024001
2051 1 66.524215 158.637412 17.438658
2052 1 69.780599 163.450373 10.066325
2053 1 65.591220 175.594484 14.153828
2054 1 65.762911 155.697067 13.483079
2055 1 70.646615 180.485330 16.912691
2056 1 70.284115 173.350170 16.813392
2057 1 78.416603 171.231881 17.904139
2058 1 67.128333 177.808558 8.465248
2059 1 56.158203 167.575209 13.169244
2060 1 62.376302 157.685059 9.780599
2061 1 65.984510 160.819935 11.291531
2062 1 62.891322 157.337547 12.335482
2063 1 65.910054 152.221204 10.626534
2064 1 67.936528 154.518336 12.118933
2065 1 68.171255 162.634401 11.935220
2066 1 64.377777 160.015359 10.223903
2067 1 66.649002 155.977747 13.614858
2068 1 64.479614 155.350895 9.896708
2069 1 72.712159 150.358025 9.382749
2070 1 76.625163 153.013216 13.723582
2071 1 78.991282 142.438111 14.567175
2072 1 78.948118 159.941648 15.103404
2073 1 77.367718 150.228119 17.675824
2074 1 77.954288 150.740848 11.274358
2075 1 78.815308 147.361746 15.506410
2076 1 82.308882 156.258597 14.397495
2077 1 87.012930 132.688399 14.422638
2078 1 91.499959 120.737166 19.608904
2079 1 90.481405 115.557665 16.871189
2080 1 92.604552 131.072729 21.195530
2081 1 93.389384 122.083512 21.072931
2082 1 90.174040 139.746913 22.504830
2083 1 91.393190 127.174386 16.329886
2084 1 93.123683 125.512521 15.056681
2085 1 92.234724 122.220536 17.496475
2086 1 91.446746 110.093655 16.867820
2087 1 91.710354 124.082778 13.196351
2088 1 94.355999 114.720357 15.267872
2089 1 100.563439 112.551367 12.532866
2090 1 101.720112 120.952850 14.304318
2091 1 101.242220 133.254685 10.982287
2092 1 108.337055 105.142948 10.464873
2093 1 99.897112 130.796143 10.575473
2094 1 101.980312 135.555617 11.503571
2095 1 95.850904 132.289919 15.035824
2096 1 100.975679 123.840577 20.296293
2097 1 100.712608 130.391837 21.928351
2098 1 103.818645 130.213326 16.536084
2099 1 109.562851 130.624213 16.365920
2100 1 110.375385 132.588890 16.118754
2101 1 107.620728 134.811544 26.020485
2102 1 105.923053 148.604571 16.042188
2103 1 104.875398 138.647406 16.091169
2104 1 109.103465 136.997699 14.440713
2105 1 112.152987 117.639701 15.165467
2106 1 113.710318 118.693337 12.201832
2107 1 111.966610 99.467168 14.849573
2108 1 109.306203 124.835107 20.782454
2109 1 115.135506 103.644472 23.020844
2110 1 115.012115 107.996384 19.080412
2111 1 114.242840 105.862065 17.993737
2112 1 109.483553 101.855566 14.256197
2113 1 120.937486 89.532649 13.356668
2114 1 124.579161 104.418671 14.380552
2115 1 132.572656 85.819394 15.863664
2116 1 131.407494 110.327947 14.943526
2117 1 131.629191 113.361958 11.702831
2118 1 133.898806 110.950630 12.020527
2119 1 134.274993 107.008986 14.612628
2120 1 128.984605 112.834221 13.884756
2121 1 125.673633 124.345127 15.270055
2122 1 124.869925 125.254994 12.911564
2123 1 128.771776 105.603634 12.762645
2124 1 133.312128 95.908105 12.002316
2125 1 141.846211 99.031100 15.713372
2126 1 142.216856 106.637279 17.293557
2127 1 144.862144 104.797472 16.672592
2128 1 144.324650 90.990707 13.649698
2129 1 145.194228 93.108897 14.314430
2130 1 143.429913 83.181352 18.309366
2131 1 141.477348 91.027595 22.337460
2132 1 139.701839 90.250630 21.616124
2133 1 143.579200 104.366778 20.600739
2134 1 145.853998 102.710844 20.306189
2135 1 153.608661 100.530707 21.807612
2136 1 148.335788 93.145366 19.802863
2137 1 145.342145 109.632650 23.932738
2138 1 142.192755 105.468230 19.991154
2139 1 143.923551 62.562001 18.447630
2140 1 144.852665 90.449241 10.856421
2141 1 137.483114 107.229377 12.886560
2142 1 140.450642 84.272507 12.068956
2143 1 139.007572 90.149024 8.675650
2144 1 143.221098 90.500571 12.991465
2145 1 144.921973 80.664136 15.282870
2146 1 141.287559 75.704300 14.344540
2147 1 139.984490 70.246770 12.484493
2148 1 129.505173 80.193631 14.693212
2149 1 128.289517 77.604787 21.998148
2150 1 130.036405 68.158927 20.485534
2151 1 140.499653 70.622099 23.323702
2152 1 138.892602 80.856104 34.351584
2153 1 144.144849 63.857624 31.248819
2154 1 148.193763 67.046070 31.149493
2155 1 139.012715 87.964294 19.700191
2156 1 131.495363 110.745885 31.639391
2157 1 136.686008 94.637704 31.135282
2158 1 141.031394 94.801517 19.715083
2159 1 140.791579 81.215804 21.472099
2160 1 145.877376 82.536206 28.785867
2161 1 137.864169 80.639004 28.264786
2162 1 142.704685 71.745637 24.024714
2163 1 133.552063 108.158359 33.106768
2164 1 133.251323 110.151629 23.817451
2165 1 130.159818 112.375831 20.486542
2166 1 126.846604 111.265803 23.221592
2167 1 123.060211 98.320410 19.932181
2168 1 116.813404 108.790576 20.706016
2169 1 119.756106 116.418900 20.008607
2170 1 129.462849 89.453446 30.472213
2171 1 129.852746 76.765163 24.988640
2172 1 133.514361 78.083688 34.708805
2173 1 139.923308 78.229618 29.109971
2174 1 139.195396 71.954136 29.142186
2175 1 133.100258 78.334842 34.831134
2176 1 131.069141 91.544349 33.673111
2177 1 132.187149 70.070000 25.420792
2178 1 125.210205 85.556484 38.181660
2179 1 122.635306 83.891746 39.886861
2180 1 122.944230 90.177387 42.583122
2181 1 120.459810 93.517352 31.837879
2182 1 117.406859 100.698496 31.479461
2183 1 114.943915 112.388532 29.401323
2184 1 116.776718 93.002824 29.742322
2185 1 121.750437 82.485804 18.117890
2186 1 114.535860 99.072537 30.635746
2187 1 112.314521 102.171698 27.367943
2188 1 117.688297 95.746232 35.910034
2189 1 122.951655 98.869298 36.885296
2190 1 119.191053 105.167076 31.974359
2191 1 121.378149 109.214025 22.894562
2192 1 121.804159 80.945839 25.528522
2193 1 120.674495 83.444278 29.485592
2194 1 120.885739 80.044686 32.487310
2195 1 120.482042 77.541424 31.400163
2196 1 110.746881 107.564653 32.965127
2197 1 113.048819 126.545879 42.603534
2198 1 107.504958 126.616199 25.410986
2199 1 111.947620 123.237675 15.832297
2200 1 109.962873 108.495544 15.278387
2201 1 114.636150 86.240741 21.900831
2202 1 122.293436 79.869637 24.126667
2203 1 119.195235 95.552035 40.450067
2204 1 117.339283 89.412624 34.646105
2205 1 122.868196 93.786101 21.051144
2206 1 122.672713 97.640404 26.948438
2207 1 127.618362 97.050611 27.683143
2208 1 123.867307 91.295519 28.597970
2209 1 118.897146 97.259408 30.423461
2210 1 113.648674 104.971566 23.288155
2211 1 113.209863 98.567058 23.490699
2212 1 104.710845 88.885450 20.189160
2213 1 113.270921 77.657733 19.930750
2214 1 108.728629 89.006960 14.629285
2215 1 104.606103 104.310014 14.925408
2216 1 96.892850 126.993851 19.655074
2217 1 100.181180 110.470539 22.879265
2218 1 104.735442 105.628784 18.250232
2219 1 105.501657 121.257972 18.992468
2220 1 102.073774 122.400125 22.869670
2221 1 99.329126 119.166612 19.581981
2222 1 99.557465 137.574727 15.724481
2223 1 98.200961 132.370856 12.314843
2224 1 94.255298 136.205659 16.178420
2225 1 98.102224 140.954280 19.929018
2226 1 98.327471 131.398789 20.396266
2227 1 100.171021 138.619787 17.071273
2228 1 94.495066 132.201358 10.343914
2229 1 98.941461 138.967798 12.131426
2230 1 102.477136 130.032289 9.238734
2231 1 106.286616 130.843158 7.648529
2232 1 108.598475 128.453360 11.048803
2233 1 111.319712 115.023494 7.912263
2234 1 107.318025 134.615949 12.099377
2235 1 104.580053 124.511896 10.462290
2236 1 101.449052 129.258681 17.853322
2237 1 106.317352 139.554814 18.266734
2238 1 103.477021 134.277337 19.570565
2239 1 104.196341 128.413946 14.617270
2240 1 103.728129 150.241504 13.954831
2241 1 104.300820 144.747463 15.365927
2242 1 104.587104 129.334754 14.501449
2243 1 107.067813 131.702885 17.919425
2244 1 109.475544 138.609515 16.900535
2245 1 101.245671 129.597230 14.720408
2246 1 101.977212 154.030459 19.758657
2247 1 91.355119 144.412947 11.452098
2248 1 85.453164 152.086501 16.608222
2249 1 87.195003 159.638873 17.443799
2250 1 93.020325 141.086109 16.761639
2251 1 91.185158 136.039247 16.971709
2252 1 98.159815 118.340925 16.467301
2253 1 91.257275 161.928834 17.494392
2254 1 92.058330 144.899848 13.476336
2255 1 94.319980 138.863315 18.735590
2256 1 89.910794 151.944267 18.341722
2257 1 91.947264 147.444978 22.264094
2258 1 97.591964 153.285091 17.709851
2259 1 93.621661 145.557453 15.832931
2260 1 93.819251 150.996721 20.645391
2261 1 99.540553 137.773818 23.824247
2262 1 94.461881 144.418348 25.073677
2263 1 91.777093 143.921344 16.897311
2264 1 88.747401 125.329303 15.257995
2265 1 87.876451 146.516848 16.486999
2266 1 80.314833 151.898222 15.665948
2267 1 84.786091 139.162096 15.226713
2268 1 85.967263 128.508884 15.408177
2269 1 88.018549 149.552795 16.472253
2270 1 86.307179 137.285733 17.470384
2271 1 93.032622 145.600039 14.947122
2272 1 86.843244 151.102318 16.073720
2273 1 83.870416 148.776593 13.277614
2274 1 80.583425 147.181212 19.206139
2275 1 70.749038 130.600460 21.762171
2276 1 68.730651 132.852098 20.068670
2277 1 68.315719 133.756261 23.701547
2278 1 66.873722 138.644010 27.735075
2279 1 68.055378 133.516359 29.409011
2280 1 68.586888 138.183475 33.296147
2281 1 73.474263 140.450844 28.917632
2282 1 80.656301 140.180562 29.626523
2283 1 75.701685 135.636950 27.665412
2284 1 74.248843 143.040044 24.502272
2285 1 78.923786 138.796175 12.440433
2286 1 78.096632 150.201113 20.756227
2287 1 84.183203 139.153676 15.699783
2288 1 89.265701 150.658682 19.768680
2289 1 84.542494 149.143828 20.194324
2290 1 86.652866 144.703899 20.243405
2291 1 89.314683 139.406204 22.139239
2292 1 91.355225 143.317566 21.195795
2293 1 90.095152 152.261789 16.581621
2294 1 82.665360 151.128784 18.068254
2295 1 87.840555 161.326945 21.332979
2296 1 83.889537 135.623045 19.363508
2297 1 89.094287 138.402411 16.865605
2298 1 93.497106 147.867117 16.549585
2299 1 85.925283 167.023936 23.320882
2300 1 87.379222 161.164273 19.345152
2301 1 88.172061 152.716421 19.140162
2302 1 88.710335 131.684498 20.412720
2303 1 81.876775 142.650213 17.671950
2304 1 85.287800 139.509296 21.555150
2305 1 84.593862 147.213700 20.486484
2306 1 79.751605 148.658549 20.855013
2307 1 76.876268 137.142922 18.249958
2308 1 78.318904 144.350856 14.092402
2309 1 70.853726 165.523793 16.769785
2310 1 74.870258 165.021755 14.246826
2311 1 72.635133 162.129523 13.851102
2312 1 73.035396 160.719513 14.082320
2313 1 78.276265 147.077488 14.373301
2314 1 78.893779 155.586273 13.057440
2315 1 78.551056 140.857328 12.897609
2316 1 78.328126 148.486625 13.300962
2317 1 77.638937 153.045859 14.937666
2318 1 79.012440 159.356647 14.020068
2319 1 78.199305 157.139271 14.542071
2320 1 77.135764 177.224050 12.295040
2321 1 76.368518 167.479214 10.382699
2322 1 69.760299 162.317164 9.640590
2323 1 70.476141 161.841012 11.565994
2324 1 77.031369 157.346469 12.506429
2325 1 80.665273 156.696308 10.578456
2326 1 82.329552 154.888876 11.949039
2327 1 78.817043 158.938299 13.888118
2328 1 84.356568 152.338208 17.030104
2329 1 84.824164 153.199364 12.455606
2330 1 92.077207 152.165748 11.170605
2331 1 87.008061 153.861713 12.195029
2332 1 85.837620 158.792758 14.323957
2333 1 87.970116 159.352020 13.345560
2334 1 86.988592 160.848863 11.959734
2335 1 84.699191 163.506039 9.941342
2336 1 79.715097 161.125475 11.352568
2337 1 80.384739 159.024378 11.156061
2338 1 83.728141 168.520300 12.020989
2339 1 81.075865 172.627767 11.902754
2340 1 79.745095 165.504170 12.070483
2341 1 77.461743 151.419680 14.193730
2342 1 84.592873 159.007655 16.867495
2343 1 84.460228 149.528336 15.999843
2344 1 82.258606 154.084577 15.757306
2345 1 84.764055 150.990872 21.627173
2346 1 81.047150 163.159023 18.176383
2347 1 78.664678 142.243382 27.405890
2348 1 79.487611 127.795163 25.809541
2349 1 86.542489 140.064958 22.037014
2350 1 86.157213 142.929887 19.385695
2351 1 84.454406 153.254575 21.259432
2352 1 95.579417 127.150412 19.548020
2353 1 90.648466 133.392833 17.818023
2354 1 89.609013 141.993316 16.488294
2355 1 89.355419 152.785074 17.906369
2356 1 92.728434 120.774905 20.491970
2357 1 93.920951 145.826731 23.494174
2358 1 95.206788 137.638224 18.572698
2359 1 101.421340 120.794407 22.240095
2360 1 105.586725 128.380689 16.560476
2361 1 101.259435 142.035920 24.485883
2362 1 103.469845 145.783847 20.357955
2363 1 100.190010 141.008993 19.053172
2364 1 109.826903 113.819212 26.865284
2365 1 101.725055 156.780172 33.178264
2366 1 103.566135 151.561566 35.155023
2367 1 106.433030 125.839493 31.311259
2368 1 104.604594 133.716283 30.882048
2369 1 107.254285 140.739309 19.005551
2370 1 109.897131 149.090208 25.061451
2371 1 114.370773 146.527168 15.832649
2372 1 111.577395 142.431677 16.193455
2373 1 108.054843 136.454280 16.029708
2374 1 116.594806 125.291890 11.122568
2375 1 115.410294 122.421891 11.370720
2376 1 109.830916 121.133744 14.873524
2377 1 103.135478 146.765874 13.081217
2378 1 109.235968 127.707121 15.286834
2379 1 101.824383 130.972585 14.556229
2380 1 96.176589 149.528431 15.079128
2381 1 93.163121 136.989658 19.502581
2382 1 93.229069 153.193142 21.114466
2383 1 94.443485 156.822829 21.815090
2384 1 94.826567 156.455979 21.246157
2385 1 96.715582 142.616678 16.865352
2386 1 88.161465 150.004309 24.932838
2387 1 91.614932 157.277326 23.516095
2388 1 89.397536 160.700358 19.317761
2389 1 95.240218 156.461249 16.764789
2390 1 94.065125 160.570826 15.759657
2391 1 97.479614 146.536629 20.007310
2392 1 92.849286 155.327626 18.169643
2393 1 92.429945 163.597490 24.059800
2394 1 94.058191 159.871798 20.271497
2395 1 91.809196 154.812947 21.354292
2396 1 94.333106 158.034360 18.918938
2397 1 90.152299 161.487330 18.094954
2398 1 87.305969 162.736206 17.408122
2399 1 85.885324 157.348882 15.323972
2400 1 91.400870 147.497768 17.012173
2401 1 91.927610 140.216712 15.176276
2402 1 90.298883 137.422528 13.693394
2403 1 84.310632 140.897252 19.154479
2404 1 81.274757 153.821299 18.898274
2405 1 75.282872 148.360688 21.231828
2406 1 73.496282 137.932673 19.315631
2407 1 71.694191 150.914767 18.006412
2408 1 76.405060 142.893352 22.836123
2409 1 72.492169 135.213346 24.608009
2410 1 72.742713 124.658300 23.542115
2411 1 70.599331 129.857651 24.596532
2412 1 69.531543 134.540896 27.056676
2413 1 71.117641 142.020692 24.102713
2414 1 74.649552 146.277276 25.460481
2415 1 75.773883 144.996258 19.165214
2416 1 70.195471 150.684591 21.428282
2417 1 69.380504 137.445504 24.633898
2418 1 68.090579 153.962171 32.358497
2419 1 64.097592 142.892605 40.713020
2420 1 63.626518 142.355895 34.104969
2421 1 51.486860 140.482634 28.391391
2422 1 47.098388 137.249994 32.730503
2423 1 55.757893 126.346718 31.298308
2424 1 63.096950 136.628087 20.683555
2425 1 57.011505 127.196274 24.258812
2426 1 56.698530 158.154019 20.767598
2427 1 51.542374 148.763928 19.595383
2428 1 55.844612 144.388529 22.186613
2429 1 57.747341 154.966578 17.884211
2430 1 52.385500 162.938231 14.680126
2431 1 50.891874 144.494724 25.596674
2432 1 53.359214 143.657190 22.133200
2433 1 57.690621 155.329458 24.073024
2434 1 55.977812 148.360247 30.714050
2435 1 58.415183 149.739981 32.954971
2436 1 61.154218 165.807108 31.712011
2437 1 56.821811 154.221091 30.099902
2438 1 48.854712 160.635572 20.309922
2439 1 51.626559 164.571185 15.871999
2440 1 54.021326 159.394235 18.120266
2441 1 58.487775 154.941700 16.909853
2442 1 69.616088 150.687630 23.224132
2443 1 69.352576 171.311487 15.688875
2444 1 70.395747 145.940555 20.435238
2445 1 69.342193 171.523348 22.409984
2446 1 73.603045 179.095767 16.936347
2447 1 72.529391 172.088675 15.671848
2448 1 80.605823 144.927503 14.877194
2449 1 83.086907 157.025050 18.021346
2450 1 90.098420 152.546822 16.960675
2451 1 86.268527 159.151288 17.199669
2452 1 89.320344 156.951630 17.011730
2453 1 90.281585 138.317938 13.632919
2454 1 93.999520 137.832443 16.398048
2455 1 92.513120 139.180933 13.966718
2456 1 91.211811 161.620750 15.837849
2457 1 92.490135 173.660042 17.949435
2458 1 91.931484 177.443463 15.068557
2459 1 92.848147 155.563757 15.261447
2460 1 94.330091 148.831792 13.260395
2461 1 94.263453 157.151724 12.517109
2462 1 102.857307 152.294685 14.388421
2463 1 98.934188 134.263109 14.232879
2464 1 95.970665 142.879037 13.111516
2465 1 95.941543 136.654393 14.175170
2466 1 94.511192 126.938801 11.445275
2467 1 98.852124 133.689021 13.714437
2468 1 94.682403 130.670126 12.422459
2469 1 99.801955 118.820145 11.781312
2470 1 99.307862 116.484303 15.366317
2471 1 115.449836 96.743291 12.910635
2472 1 115.957871 108.250941 14.851601
2473 1 108.138727 114.167557 12.726097
2474 1 116.734123 100.501958 12.490331
2475 1 104.048941 115.959350 14.488530
2476 1 99.969034 117.998091 17.104812
2477 1 99.927987 111.887988 11.172943
2478 1 97.906709 120.618469 11.268632
2479 1 98.509604 108.582797 10.665130
2480 1 100.114506 109.291383 8.708477
2481 1 100.248539 109.118818 11.061343
2482 1 95.284736 118.967706 15.621603
2483 1 96.190261 126.344035 12.257563
2484 1 93.552632 123.371154 12.053881
2485 1 92.138151 120.735380 13.469556
2486 1 101.285812 107.239634 16.081694
2487 1 97.249679 122.039149 12.473468
2488 1 96.285016 112.742956 13.900123
2489 1 92.970733 112.293591 10.877520
2490 1 91.416453 117.134621 9.186208
2491 1 88.047248 122.930004 12.889200
2492 1 86.806301 145.888638 15.357822
2493 1 90.995195 134.733678 9.634943
2494 1 99.279808 133.618568 12.879836
2495 1 95.169890 143.025283 14.685216
2496 1 94.279743 146.873524 11.282462
2497 1 95.595408 119.476806 13.523428
2498 1 96.220488 134.089842 14.074089
2499 1 101.962342 125.607333 20.238349
2500 1 99.877490 136.699903 16.829815
2501 1 93.867435 141.842622 15.704872
2502 1 92.952133 149.379080 18.451709
2503 1 95.996263 145.130064 15.566934
2504 1 95.275741 147.618994 14.826227
2505 1 97.084712 138.890685 15.380136
2506 1 84.090659 146.468367 21.310373
2507 1 84.054650 149.163647 24.916449
2508 1 97.847355 148.695262 22.849569
2509 1 99.725502 133.087918 17.611550
2510 1 106.234871 120.963010 18.836041
2511 1 108.152972 151.841172 15.362222
2512 1 104.727270 140.023229 14.662251
2513 1 110.849660 127.405556 19.989952
2514 1 111.941695 127.542571 26.682608
2515 1 116.476136 124.241693 27.399832
2516 1 118.626884 109.585403 20.103917
2517 1 122.606380 109.182395 19.819860
2518 1 120.374249 111.627396 21.856809
2519 1 122.835836 99.248294 20.947925
2520 1 116.051447 111.153420 22.977246
2521 1 121.217813 107.351712 15.415068
2522 1 115.868801 113.751505 18.544852
2523 1 116.368923 139.491314 22.767574
2524 1 117.194285 139.744583 19.833143
2525 1 109.577349 144.714824 16.227023
2526 1 104.773265 130.472089 16.518625
2527 1 105.038704 108.571643 10.206639
2528 1 108.348197 113.730316 9.023145
2529 1 111.577148 119.460531 6.982037
2530 1 107.689804 129.885828 8.742182
2531 1 109.230071 114.671380 8.353279
2532 1 112.168951 123.207748 9.928736
2533 1 115.740254 135.518519 8.031058
2534 1 115.182550 145.919982 12.620367
2535 1 112.266294 158.608240 15.696501
2536 1 115.674763 144.848545 13.555015
2537 1 111.167077 147.154914 13.811859
2538 1 115.571957 139.180196 10.645116
2539 1 116.331001 119.342890 10.478075
2540 1 114.181794 126.837685 10.727504
2541 1 115.027595 117.746614 13.129087
2542 1 108.629548 113.661768 13.648157
2543 1 108.648823 134.075827 10.518407
2544 1 107.683382 132.167939 12.959256
2545 1 107.997960 133.298127 17.444853
2546 1 108.038087 144.823612 19.096762
2547 1 103.526913 115.501207 17.685517
2548 1 100.182483 108.076466 12.058195
2549 1 97.259711 121.378004 9.388920
2550 1 99.725721 126.412904 10.543090
2551 1 101.611059 139.492883 13.290598
2552 1 108.172787 126.204438 17.301838
2553 1 108.893927 132.931357 13.718115
2554 1 105.926741 134.488387 16.303698
2555 1 107.906768 128.024633 11.442391
2556 1 97.971615 146.247543 13.078479
2557 1 99.886213 139.102520 13.417199
2558 1 103.877033 133.992710 18.867435
2559 1 108.497147 126.442087 19.618660
2560 1 103.678702 123.350073 9.630869
2561 1 111.110525 122.051005 11.147936
2562 1 108.723463 148.075983 12.782701
2563 1 106.308710 138.552621 11.489920
2564 1 109.674272 118.199512 8.367846
2565 1 106.250589 118.989874 13.495177
2566 1 114.916121 110.222221 12.985018
2567 1 127.673156 99.342625 13.656216
2568 1 126.398146 100.815967 14.040103
2569 1 126.143059 110.614250 16.967998
2570 1 135.694822 92.201916 13.536488
2571 1 137.657944 77.759711 11.723188
2572 1 141.292441 62.830461 12.575622
2573 1 135.993446 66.682152 12.137583
2574 1 132.943163 92.259817 15.048130
2575 1 133.739947 93.876143 16.005585
2576 1 131.467271 88.470421 23.065231
2577 1 121.684211 124.786842 17.156122
2578 1 131.289743 109.126396 19.758804
2579 1 137.776393 103.005980 21.614715
2580 1 128.358632 131.982160 25.013995
2581 1 127.393897 108.414292 22.862195
2582 1 123.920590 111.178501 24.558555
2583 1 121.863708 123.559328 19.431281
2584 1 122.866472 122.692641 22.463847
2585 1 128.603830 117.001167 21.199730
